t,event_type,source,detected_leader_flash_time,follower_flash_time,timing_error_s,wrapped_timing_error_s
0.64747,follower_flash,follower_oscillator,,0.64747,,
0.84307,leader_flash,camera,0.84307,,,
1.289935,follower_flash,follower_oscillator,0.84307,1.289935,-0.446865,
1.350797,leader_flash,camera,1.350797,,,
1.859811,leader_flash,camera,1.859811,,,
1.859811,follower_flash,follower_oscillator,1.859811,1.859811,0.0,
2.367144,leader_flash,camera,2.367144,,,
2.367144,follower_flash,follower_oscillator,2.367144,2.367144,0.0,
2.872433,leader_flash,camera,2.872433,,,
2.872433,follower_flash,follower_oscillator,2.872433,2.872433,0.0,
3.378713,leader_flash,camera,3.378713,,,
3.378713,follower_flash,follower_oscillator,3.378713,3.378713,0.0,
3.378713,sync_achieved,metrics,,,,
3.886392,leader_flash,camera,3.886392,,,
3.886392,follower_flash,follower_oscillator,3.886392,3.886392,0.0,
4.33423,leader_flash,camera,4.33423,,,
4.394551,follower_flash,follower_oscillator,4.33423,4.394551,-0.060321,
4.841167,leader_flash,camera,4.841167,,,
4.841167,follower_flash,follower_oscillator,4.841167,4.841167,0.0,
5.348623,leader_flash,camera,5.348623,,,
5.348623,follower_flash,follower_oscillator,5.348623,5.348623,0.0,
5.857259,leader_flash,camera,5.857259,,,
5.857259,follower_flash,follower_oscillator,5.857259,5.857259,0.0,
6.363299,leader_flash,camera,6.363299,,,
6.363299,follower_flash,follower_oscillator,6.363299,6.363299,0.0,
6.869094,leader_flash,camera,6.869094,,,
6.869094,follower_flash,follower_oscillator,6.869094,6.869094,0.0,
7.373842,leader_flash,camera,7.373842,,,
7.373842,follower_flash,follower_oscillator,7.373842,7.373842,0.0,
7.880696,leader_flash,camera,7.880696,,,
7.880696,follower_flash,follower_oscillator,7.880696,7.880696,0.0,
8.388742,leader_flash,camera,8.388742,,,
8.388742,follower_flash,follower_oscillator,8.388742,8.388742,0.0,
8.835841,leader_flash,camera,8.835841,,,
8.894938,follower_flash,follower_oscillator,8.835841,8.894938,-0.059096,
9.341526,leader_flash,camera,9.341526,,,
9.341526,follower_flash,follower_oscillator,9.341526,9.341526,0.0,
9.847859,leader_flash,camera,9.847859,,,
9.847859,follower_flash,follower_oscillator,9.847859,9.847859,0.0,
10.355065,leader_flash,camera,10.355065,,,
10.355065,follower_flash,follower_oscillator,10.355065,10.355065,0.0,
10.860944,leader_flash,camera,10.860944,,,
10.860944,follower_flash,follower_oscillator,10.860944,10.860944,0.0,
11.368463,leader_flash,camera,11.368463,,,
11.368463,follower_flash,follower_oscillator,11.368463,11.368463,0.0,
11.875346,leader_flash,camera,11.875346,,,
11.875346,follower_flash,follower_oscillator,11.875346,11.875346,0.0,
12.379892,leader_flash,camera,12.379892,,,
12.379892,follower_flash,follower_oscillator,12.379892,12.379892,0.0,
12.887343,leader_flash,camera,12.887343,,,
12.887343,follower_flash,follower_oscillator,12.887343,12.887343,0.0,
13.332553,leader_flash,camera,13.332553,,,
13.392396,follower_flash,follower_oscillator,13.332553,13.392396,-0.059843,
13.838192,leader_flash,camera,13.838192,,,
13.838192,follower_flash,follower_oscillator,13.838192,13.838192,0.0,
14.341877,leader_flash,camera,14.341877,,,
14.341877,follower_flash,follower_oscillator,14.341877,14.341877,0.0,
14.848655,leader_flash,camera,14.848655,,,
14.848655,follower_flash,follower_oscillator,14.848655,14.848655,0.0,
15.35576,leader_flash,camera,15.35576,,,
15.35576,follower_flash,follower_oscillator,15.35576,15.35576,0.0,
15.862606,leader_flash,camera,15.862606,,,
15.862606,follower_flash,follower_oscillator,15.862606,15.862606,0.0,
16.368487,leader_flash,camera,16.368487,,,
16.368487,follower_flash,follower_oscillator,16.368487,16.368487,0.0,
16.873158,leader_flash,camera,16.873158,,,
16.873158,follower_flash,follower_oscillator,16.873158,16.873158,0.0,
17.379589,leader_flash,camera,17.379589,,,
17.379589,follower_flash,follower_oscillator,17.379589,17.379589,0.0,
17.88666,leader_flash,camera,17.88666,,,
17.88666,follower_flash,follower_oscillator,17.88666,17.88666,0.0,
18.333376,leader_flash,camera,18.333376,,,
18.393646,follower_flash,follower_oscillator,18.333376,18.393646,-0.060269,
18.839435,leader_flash,camera,18.839435,,,
18.839435,follower_flash,follower_oscillator,18.839435,18.839435,0.0,
19.343091,leader_flash,camera,19.343091,,,
19.343091,follower_flash,follower_oscillator,19.343091,19.343091,0.0,
19.848599,leader_flash,camera,19.848599,,,
19.848599,follower_flash,follower_oscillator,19.848599,19.848599,0.0,
20.355278,leader_flash,camera,20.355278,,,
20.355278,follower_flash,follower_oscillator,20.355278,20.355278,0.0,
20.861947,leader_flash,camera,20.861947,,,
20.861947,follower_flash,follower_oscillator,20.861947,20.861947,0.0,
21.368458,leader_flash,camera,21.368458,,,
21.368458,follower_flash,follower_oscillator,21.368458,21.368458,0.0,
21.872887,leader_flash,camera,21.872887,,,
21.872887,follower_flash,follower_oscillator,21.872887,21.872887,0.0,
22.378569,leader_flash,camera,22.378569,,,
22.378569,follower_flash,follower_oscillator,22.378569,22.378569,0.0,
22.884706,leader_flash,camera,22.884706,,,
22.884706,follower_flash,follower_oscillator,22.884706,22.884706,0.0,
23.331352,leader_flash,camera,23.331352,,,
23.391709,follower_flash,follower_oscillator,23.331352,23.391709,-0.060358,
23.836452,leader_flash,camera,23.836452,,,
23.836452,follower_flash,follower_oscillator,23.836452,23.836452,0.0,
24.341913,leader_flash,camera,24.341913,,,
24.341913,follower_flash,follower_oscillator,24.341913,24.341913,0.0,
24.847661,leader_flash,camera,24.847661,,,
24.847661,follower_flash,follower_oscillator,24.847661,24.847661,0.0,
25.355339,leader_flash,camera,25.355339,,,
25.355339,follower_flash,follower_oscillator,25.355339,25.355339,0.0,
25.860108,leader_flash,camera,25.860108,,,
25.860108,follower_flash,follower_oscillator,25.860108,25.860108,0.0,
26.366277,leader_flash,camera,26.366277,,,
26.366277,follower_flash,follower_oscillator,26.366277,26.366277,0.0,
26.872444,leader_flash,camera,26.872444,,,
26.872444,follower_flash,follower_oscillator,26.872444,26.872444,0.0,
27.377205,leader_flash,camera,27.377205,,,
27.377205,follower_flash,follower_oscillator,27.377205,27.377205,0.0,
27.884832,leader_flash,camera,27.884832,,,
27.884832,follower_flash,follower_oscillator,27.884832,27.884832,0.0,
28.330847,leader_flash,camera,28.330847,,,
28.391442,follower_flash,follower_oscillator,28.330847,28.391442,-0.060595,
28.836139,leader_flash,camera,28.836139,,,
28.836139,follower_flash,follower_oscillator,28.836139,28.836139,0.0,
29.342032,leader_flash,camera,29.342032,,,
29.342032,follower_flash,follower_oscillator,29.342032,29.342032,0.0,
29.848241,leader_flash,camera,29.848241,,,
29.848241,follower_flash,follower_oscillator,29.848241,29.848241,0.0,
