agent_id,drop_reason,dropped,event_type,frequency_hz,injected_delay_s,kept_for_p0,normalized_signal,phase_rad,raw_brightness,roi_id,source_t_s,t_s
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,25.064431,25.064431
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9636,,74.0,0,,25.211069
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8333,,102.0,1,,25.211069
P0,,,pi_flash,1.717451,,,,0.007671,,,,25.631744
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,25.631744,25.631744
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9123,,72.0,0,,25.804929
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7864,,98.0,1,,25.804929
P0,,,pi_flash,1.696487,,,,0.1684,,,,26.26549
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,26.26549,26.26549
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6909,,59.0,0,,26.441486
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6937,,87.0,1,,26.441486
P0,,,pi_flash,1.678413,,,,0.660947,,,,26.947021
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,26.947021,26.947021
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7636,,63.0,0,,27.035392
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7048,,84.0,1,,27.035392
P0,,,pi_flash,1.669431,,,,0.569226,,,,27.560546
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,27.560546,27.560546
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8182,,66.0,0,,27.669182
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7333,,87.0,1,,27.669182
P0,,,pi_flash,1.665864,,,,0.140081,,,,28.133459
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,28.133459,28.133459
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7024,,59.0,0,,28.25356
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7781,,91.0,1,,28.25356
P0,,,pi_flash,1.663191,,,,0.068569,,,,28.73366
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,28.73366,28.73366
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7063,,60.0,0,,28.934711
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6907,,81.0,1,,28.934711
P0,,,pi_flash,1.659783,,,,0.123027,,,,29.355289
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,29.355289,29.355289
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7925,,64.0,0,,29.478225
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7478,,85.0,1,,29.478225
P0,,,pi_flash,1.65158,,,,0.080405,,,,29.967796
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,29.967796,29.967796
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9738,,74.0,0,,30.101177
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8954,,99.0,1,,30.101177
P0,,,pi_flash,1.647786,,,,0.077824,,,,30.601415
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,30.601415,30.601415
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8475,,67.0,0,,30.746915
V1,,0,pi_detected_virtual_flash,,0.0,1,1.0,,109.0,1,,30.746915
P0,,,pi_flash,1.634684,,,,0.316138,,,,31.268423
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,31.268423,31.268423
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7782,,64.0,0,,31.372499
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8619,,98.0,1,,31.372499
P0,,,pi_flash,1.624756,,,,0.143116,,,,31.879432
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,31.879432,31.879432
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9091,,71.0,0,,32.035781
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7961,,92.0,1,,32.035781
P0,,,pi_flash,1.614069,,,,0.062115,,,,32.514402
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,32.514402,32.514402
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8545,,68.0,0,,32.669457
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9238,,107.0,1,,32.669457
P0,,,pi_flash,1.60453,,,,0.003662,,,,33.16992
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,33.16992,33.16992
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6727,,58.0,0,,33.303169
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8286,,97.0,1,,33.303169
P0,,,pi_flash,1.596653,,,,0.091217,,,,33.837094
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,33.837094,33.837094
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7429,,88.0,1,,33.939404
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7078,,60.0,0,,33.971219
P0,,,pi_flash,1.588766,,,,0.277262,,,,34.504157
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,34.504157,34.504157
V0,,0,pi_detected_virtual_flash,,0.0,1,0.722,,61.0,0,,34.606197
V1,,0,pi_detected_virtual_flash,,0.0,1,0.6857,,82.0,1,,34.606197
P0,,,pi_flash,1.58418,,,,0.204868,,,,35.13794
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,35.13794,35.13794
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8727,,69.0,0,,35.338088
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8137,,93.0,1,,35.338088
P0,,,pi_flash,1.574601,,,,0.12982,,,,35.804827
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,35.804827,35.804827
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6727,,58.0,0,,35.973465
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7525,,86.0,1,,35.973465
P0,,,pi_flash,1.570826,,,,0.294386,,,,36.505314
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,36.505314,36.505314
V0,,0,pi_detected_virtual_flash,,0.0,1,0.9057,,70.0,0,,36.64786
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8438,,91.0,1,,36.64786
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7386,,61.0,0,,37.332851
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7912,,82.0,1,,37.332851
P0,,,pi_flash,1.563214,,,,1.780593,,,,37.332851
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,37.332851,37.332851
P0,,,pi_flash,1.561279,,,,3.198942,,,,38.759272
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,38.759272,38.759272
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8679,,68.0,0,,38.908962
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8681,,89.0,1,,38.908962
P0,,,pi_flash,1.555965,,,,1.654315,,,,39.235144
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,39.235144,39.235144
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8696,,68.0,0,,39.659212
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8351,,89.0,1,,39.659212
P0,,,pi_flash,1.548563,,,,0.133921,,,,39.708378
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,39.708378,39.708378
P0,,,pi_flash,1.5463,,,,0.531655,,,,41.037785
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,41.037785,41.037785
P0,,,pi_flash,1.529226,,,,0.19752,,,,41.642045
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,41.642045,41.642045
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8,,65.0,0,,42.34793
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8147,,86.0,1,,42.34793
P0,,,pi_flash,1.526718,,,,0.697152,,,,42.34793
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,42.34793,42.34793
P0,,,pi_flash,1.486389,,,,0.119289,,,,42.976381
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,42.976381,42.976381
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6701,,57.0,0,,43.081877
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9645,,93.0,1,,43.081877
P0,,,pi_flash,1.443986,,,,0.126556,,,,43.676874
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,43.676874,43.676874
V0,,0,pi_detected_virtual_flash,,0.0,1,0.84,,66.0,0,,43.843612
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9882,,95.0,1,,43.843612
P0,,,pi_flash,1.404881,,,,6.273604,,,,44.410491
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,44.410491,44.410491
P0,,,pi_flash,1.403092,,,,0.866294,,,,44.512868
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,44.512868,44.512868
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8246,,66.0,0,,44.620977
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8416,,87.0,1,,44.620977
P0,,,pi_flash,1.370663,,,,0.021254,,,,45.17803
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,45.17803,45.17803
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6823,,58.0,0,,45.344664
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9545,,95.0,1,,45.344664
P0,,,pi_flash,1.349906,,,,0.135641,,,,45.978468
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,45.978468,45.978468
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7992,,64.0,0,,46.117824
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8295,,84.0,1,,46.117824
P0,,,pi_flash,1.333379,,,,0.289442,,,,46.788948
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,46.788948,46.788948
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7379,,61.0,0,,46.894218
V1,,0,pi_detected_virtual_flash,,0.0,1,0.796,,82.0,1,,46.894218
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7843,,63.0,0,,47.512936
V1,,0,pi_detected_virtual_flash,,0.0,1,0.82,,83.0,1,,47.512936
P0,,,pi_flash,1.322079,,,,0.180416,,,,47.547077
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,47.547077,47.547077
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8015,,83.0,1,,48.246782
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7364,,61.0,0,,48.280644
P0,,,pi_flash,1.315366,,,,0.070956,,,,48.280644
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,48.280644,48.280644
P0,,,pi_flash,1.313904,,,,0.239195,,,,49.047018
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,49.047018,49.047018
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7379,,61.0,0,,49.151534
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7931,,82.0,1,,49.151534
P0,,,pi_flash,1.313393,,,,0.302808,,,,49.82308
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,49.82308,49.82308
V0,,0,pi_detected_virtual_flash,,0.0,1,0.761,,62.0,0,,49.916099
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8023,,82.0,1,,49.916099
P0,,,pi_flash,1.309263,,,,0.160934,,,,50.581469
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,50.581469,50.581469
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7451,,61.0,0,,50.683559
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8353,,82.0,1,,50.683559
P0,,,pi_flash,1.307031,,,,0.14396,,,,51.352247
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,51.352247,51.352247
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7558,,62.0,0,,51.482004
V1,,0,pi_detected_virtual_flash,,0.0,1,1.0,,100.0,1,,51.482004
P0,,,pi_flash,1.305903,,,,0.074296,,,,52.149275
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,52.149275,52.149275
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8527,,67.0,0,,52.254309
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8594,,88.0,1,,52.254309
P0,,,pi_flash,1.303619,,,,0.003611,,,,52.916314
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,52.916314,52.916314
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7843,,63.0,0,,53.029471
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8124,,84.0,1,,53.029471
P0,,,pi_flash,1.299729,,,,0.258227,,,,53.716984
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,53.716984,53.716984
V0,,0,pi_detected_virtual_flash,,0.0,1,0.6977,,59.0,0,,53.860462
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8734,,90.0,1,,53.860462
P0,,,pi_flash,1.296914,,,,0.266898,,,,54.530007
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,54.530007,54.530007
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8462,,67.0,0,,54.621689
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8406,,87.0,1,,54.621689
P0,,,pi_flash,1.295182,,,,0.262025,,,,55.318145
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,55.318145,55.318145
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7547,,62.0,0,,55.485253
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7337,,83.0,1,,55.485253
P0,,,pi_flash,1.288292,,,,0.083805,,,,56.118452
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,56.118452,56.118452
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,65.0,0,,56.221886
V1,,0,pi_detected_virtual_flash,,0.0,1,0.9382,,98.0,1,,56.221886
P0,,,pi_flash,1.288392,,,,0.045068,,,,56.901325
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,56.901325,56.901325
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8113,,65.0,0,,57.094731
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8627,,98.0,1,,57.094731
P0,,,pi_flash,1.277032,,,,0.081332,,,,57.729624
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,57.729624,57.729624
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8302,,66.0,0,,57.953083
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7549,,87.0,1,,57.953083
P0,,,pi_flash,1.244888,,,,0.181796,,,,58.620074
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,58.620074,58.620074
V0,,0,pi_detected_virtual_flash,,0.0,1,0.7736,,63.0,0,,58.733635
V1,,0,pi_detected_virtual_flash,,0.0,1,0.7839,,84.0,1,,58.733635
P0,,,pi_flash,1.232992,,,,0.04689,,,,59.430789
P0,,,pi_flash_routed_to_virtuals,,0.0,,,,,,59.430789,59.430789
V0,,0,pi_detected_virtual_flash,,0.0,1,0.8868,,69.0,0,,59.553945
V1,,0,pi_detected_virtual_flash,,0.0,1,0.8236,,95.0,1,,59.553945
